Subject	Predicate	Object	Belief	Source size	Sources	Total source size	Mean belief of conflicting tuples	Belief difference	Conflicting tuple info
fau	confers no resistance to antibiotic	Sulfamethoxazole	0.4210516273	2	Tamae,Youn	3	0.2561280647	0.1649235626	[(('fau', 'confers resistance to antibiotic', 'Sulfamethoxazole'), ['Liu'], 0.2561280647347978)]
fbp	confers no resistance to antibiotic	Triclosan	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('fbp', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13181460964368608)]
fdx	confers resistance to antibiotic	Aztreonam	0.2561280647	1	Liu	3	0.2185201863	0.0376078785	[(('fdx', 'confers no resistance to antibiotic', 'Aztreonam'), ['Nichols', 'Soo'], 0.2185201862582775)]
fdx	confers no resistance to antibiotic	Nitrofurantoin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('fdx', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
fdx	confers no resistance to antibiotic	Vancomycin	0.5528662370	3	Nichols,Tamae,Youn	4	0.2561280647	0.2967381723	[(('fdx', 'confers resistance to antibiotic', 'Vancomycin'), ['Liu'], 0.2561280647347978)]
fecA	confers no resistance to antibiotic	Ampicillin	0.8625866257	4	Nichols,Tamae,Liu,Girgis	5	0.1374133743	0.7251732515	[(('fecA', 'confers resistance to antibiotic', 'Ampicillin'), ['Shaw'], 0.1374133742670958)]
feoC	confers no resistance to antibiotic	Rifampin	0.8126889264	4	Nichols,Tamae,Liu,Shaw	5	0.0867055766	0.7259833497	[(('feoC', 'confers resistance to antibiotic', 'Rifampin'), ['Soo'], 0.0867055766145914)]
feoC	confers no resistance to antibiotic	Triclosan	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('feoC', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13181460964368608)]
fepA	confers no resistance to antibiotic	Ampicillin	0.8625866257	4	Nichols,Tamae,Liu,Girgis	5	0.1374133743	0.7251732515	[(('fepA', 'confers resistance to antibiotic', 'Ampicillin'), ['Shaw'], 0.1374133742670958)]
fepA	confers resistance to antibiotic	Piperacillin	0.1873110736	1	Girgis	2	0.0867055766	0.1006054970	[(('fepA', 'confers no resistance to antibiotic', 'Piperacillin'), ['Soo'], 0.0867055766145914)]
fepA	confers no resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('fepA', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
fepB	confers no resistance to antibiotic	Nalidixic acid	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('fepB', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18731107363618493)]
fepB	confers no resistance to antibiotic	Nitrofurantoin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('fepB', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
fepB	confers no resistance to antibiotic	Rifampin	0.7769851879	5	Nichols,Tamae,Soo,Youn,Shaw	6	0.2561280647	0.5208571231	[(('fepB', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2561280647347978)]
fepC	confers no resistance to antibiotic	Ampicillin	0.8681853904	4	Tamae,Liu,Girgis,Shaw	5	0.1318146096	0.7363707807	[(('fepC', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols'], 0.13181460964368608)]
fepC	confers no resistance to antibiotic	Ciprofloxacin	0.6395718136	4	Nichols,Tamae,Soo,Youn	5	0.2561280647	0.3834437489	[(('fepC', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['Liu'], 0.2561280647347978)]
fepC	confers no resistance to antibiotic	Nitrofurantoin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('fepC', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
fepC	confers resistance to antibiotic	Rifampin	0.5434609425	2	Tamae,Liu	5	0.3559335605	0.1875273819	[(('fepC', 'confers no resistance to antibiotic', 'Rifampin'), ['Nichols', 'Soo', 'Shaw'], 0.3559335605253733)]
fepC	confers resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('fepC', 'confers no resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
fepC	confers resistance to antibiotic	Vancomycin	0.5434609425	2	Tamae,Liu	3	0.1318146096	0.4116463328	[(('fepC', 'confers no resistance to antibiotic', 'Vancomycin'), ['Nichols'], 0.13181460964368608)]
fepD	confers no resistance to antibiotic	Ampicillin	0.8681853904	4	Tamae,Liu,Girgis,Shaw	5	0.1318146096	0.7363707807	[(('fepD', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols'], 0.13181460964368608)]
fepD	confers no resistance to antibiotic	Cefoxitin	0.1873110736	1	Girgis	2	0.1318146096	0.0554964640	[(('fepD', 'confers resistance to antibiotic', 'Cefoxitin'), ['Nichols'], 0.13181460964368608)]
fepE	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('fepE', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
fhiA	confers no resistance to antibiotic	Ampicillin	0.5434609425	2	Tamae,Liu	3	0.1374133743	0.4060475682	[(('fhiA', 'confers resistance to antibiotic', 'Ampicillin'), ['Shaw'], 0.1374133742670958)]
fhlA	confers no resistance to antibiotic	Triclosan	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('fhlA', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13181460964368608)]
fimC	confers no resistance to antibiotic	Vancomycin	0.5434609425	2	Tamae,Liu	3	0.1318146096	0.4116463328	[(('fimC', 'confers resistance to antibiotic', 'Vancomycin'), ['Nichols'], 0.13181460964368608)]
fimE	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('fimE', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
fimI	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('fimI', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
fis	confers resistance to antibiotic	Ciprofloxacin	0.6752755521	3	Nichols,Tamae,Liu	4	0.0867055766	0.5885699755	[(('fis', 'confers no resistance to antibiotic', 'Ciprofloxacin'), ['Soo'], 0.0867055766145914)]
fis	confers resistance to antibiotic	Enoxacin	0.2561280647	1	Liu	2	0.0867055766	0.1694224881	[(('fis', 'confers no resistance to antibiotic', 'Enoxacin'), ['Soo'], 0.0867055766145914)]
fis	confers no resistance to antibiotic	Metronidazole	0.2873328777	1	Tamae	2	0.2561280647	0.0312048130	[(('fis', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2561280647347978)]
fis	confers resistance to antibiotic	Nalidixic acid	0.1318146096	1	Nichols	2	0.0867055766	0.0451090330	[(('fis', 'confers no resistance to antibiotic', 'Nalidixic acid'), ['Soo'], 0.0867055766145914)]
fis	confers resistance to antibiotic	Nitrofurantoin	0.2561280647	1	Liu	3	0.2185201863	0.0376078785	[(('fis', 'confers no resistance to antibiotic', 'Nitrofurantoin'), ['Nichols', 'Soo'], 0.2185201862582775)]
fis	confers no resistance to antibiotic	Norfloxacin	0.1374133743	1	Shaw	2	0.1318146096	0.0055987646	[(('fis', 'confers resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13181460964368608)]
fixA	confers no resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('fixA', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
fixA	confers no resistance to antibiotic	Trimethoprim	0.2740166503	2	Girgis,Soo	3	0.1318146096	0.1422020406	[(('fixA', 'confers resistance to antibiotic', 'Trimethoprim'), ['Nichols'], 0.13181460964368608)]
fkpA	confers resistance to antibiotic	Bleomycin	0.1873110736	1	Girgis	2	0.1318146096	0.0554964640	[(('fkpA', 'confers no resistance to antibiotic', 'Bleomycin'), ['Nichols'], 0.13181460964368608)]
fkpB	confers resistance to antibiotic	Ampicillin	0.6752755521	3	Nichols,Tamae,Liu	5	0.3247244479	0.3505511042	[(('fkpB', 'confers no resistance to antibiotic', 'Ampicillin'), ['Girgis', 'Shaw'], 0.3247244479032807)]
fkpB	confers no resistance to antibiotic	Fusidic acid	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('fkpB', 'confers resistance to antibiotic', 'Fusidic acid'), ['Liu'], 0.2561280647347978)]
fkpB	confers no resistance to antibiotic	Nitrofurantoin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('fkpB', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
flgC	confers no resistance to antibiotic	Nalidixic acid	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('flgC', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18731107363618493)]
flgD	confers no resistance to antibiotic	Nalidixic acid	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('flgD', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18731107363618493)]
flgF	confers no resistance to antibiotic	Cefoxitin	0.3191256833	2	Nichols,Girgis	3	0.2561280647	0.0629976185	[(('flgF', 'confers resistance to antibiotic', 'Cefoxitin'), ['Liu'], 0.2561280647347978)]
flgF	confers resistance to antibiotic	Chloramphenicol	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('flgF', 'confers no resistance to antibiotic', 'Chloramphenicol'), ['Nichols'], 0.13181460964368608)]
flgG	confers no resistance to antibiotic	Ampicillin	0.8681853904	4	Tamae,Liu,Girgis,Shaw	5	0.1318146096	0.7363707807	[(('flgG', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols'], 0.13181460964368608)]
flhB	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('flhB', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
flhD	confers no resistance to antibiotic	Nitrofurantoin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('flhD', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
fliD	confers resistance to antibiotic	Piperacillin	0.1873110736	1	Girgis	2	0.0867055766	0.1006054970	[(('fliD', 'confers no resistance to antibiotic', 'Piperacillin'), ['Soo'], 0.0867055766145914)]
fliZ	confers resistance to antibiotic	Norfloxacin	0.1374133743	1	Shaw	2	0.1318146096	0.0055987646	[(('fliZ', 'confers no resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13181460964368608)]
focA	confers resistance to antibiotic	Amikacin	0.1873110736	1	Girgis	2	0.1318146096	0.0554964640	[(('focA', 'confers no resistance to antibiotic', 'Amikacin'), ['Nichols'], 0.13181460964368608)]
focA	confers no resistance to antibiotic	Nalidixic acid	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('focA', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18731107363618493)]
focA	confers no resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('focA', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
focA	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('focA', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
folA	confers no resistance to antibiotic	Trimethoprim	0.1873110736	1	Girgis	2	0.0867055766	0.1006054970	[(('folA', 'confers resistance to antibiotic', 'Trimethoprim'), ['Soo'], 0.0867055766145914)]
folB	confers no resistance to antibiotic	Gentamicins	0.5528662370	3	Nichols,Tamae,Youn	4	0.2561280647	0.2967381723	[(('folB', 'confers resistance to antibiotic', 'Gentamicins'), ['Liu'], 0.2561280647347978)]
folB	confers no resistance to antibiotic	Rifampin	0.7457803749	5	Nichols,Liu,Soo,Youn,Shaw	6	0.2873328777	0.4584474972	[(('folB', 'confers resistance to antibiotic', 'Rifampin'), ['Tamae'], 0.28733287771823535)]
folB	confers no resistance to antibiotic	Sulfamethoxazole	0.4210516273	2	Tamae,Youn	3	0.2561280647	0.1649235626	[(('folB', 'confers resistance to antibiotic', 'Sulfamethoxazole'), ['Liu'], 0.2561280647347978)]
folB	confers resistance to antibiotic	Tobramycin	0.2561280647	1	Liu	3	0.2185201863	0.0376078785	[(('folB', 'confers no resistance to antibiotic', 'Tobramycin'), ['Nichols', 'Soo'], 0.2185201862582775)]
fruA	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('fruA', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
fruK	confers no resistance to antibiotic	Norfloxacin	0.1374133743	1	Shaw	2	0.1318146096	0.0055987646	[(('fruK', 'confers resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13181460964368608)]
fryC	confers resistance to antibiotic	Puromycin	0.1318146096	1	Nichols	2	0.0867055766	0.0451090330	[(('fryC', 'confers no resistance to antibiotic', 'Puromycin'), ['Soo'], 0.0867055766145914)]
ftnA	confers resistance to antibiotic	Aztreonam	0.2561280647	1	Liu	3	0.2185201863	0.0376078785	[(('ftnA', 'confers no resistance to antibiotic', 'Aztreonam'), ['Nichols', 'Soo'], 0.2185201862582775)]
ftnA	confers no resistance to antibiotic	Cefoxitin	0.3191256833	2	Nichols,Girgis	3	0.2561280647	0.0629976185	[(('ftnA', 'confers resistance to antibiotic', 'Cefoxitin'), ['Liu'], 0.2561280647347978)]
ftnA	confers resistance to antibiotic	Tobramycin	0.4434391384	2	Liu,Girgis	4	0.2185201863	0.2249189521	[(('ftnA', 'confers no resistance to antibiotic', 'Tobramycin'), ['Nichols', 'Soo'], 0.2185201862582775)]
ftsP	confers resistance to antibiotic	Ampicillin	0.6064585610	3	Nichols,Tamae,Girgis	4	0.1374133743	0.4690451867	[(('ftsP', 'confers no resistance to antibiotic', 'Ampicillin'), ['Shaw'], 0.1374133742670958)]
fucK	confers no resistance to antibiotic	Erythromycin	0.5301447150	3	Liu,Girgis,Soo	4	0.1318146096	0.3983301053	[(('fucK', 'confers resistance to antibiotic', 'Erythromycin'), ['Nichols'], 0.13181460964368608)]
fur	confers no resistance to antibiotic	Erythromycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('fur', 'confers resistance to antibiotic', 'Erythromycin'), ['Liu'], 0.2561280647347978)]
fur	confers no resistance to antibiotic	Fusidic acid	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('fur', 'confers resistance to antibiotic', 'Fusidic acid'), ['Liu'], 0.2561280647347978)]
fur	confers no resistance to antibiotic	Metronidazole	0.2873328777	1	Tamae	2	0.2561280647	0.0312048130	[(('fur', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2561280647347978)]
fur	confers resistance to antibiotic	Nitrofurantoin	0.2561280647	1	Liu	3	0.2185201863	0.0376078785	[(('fur', 'confers no resistance to antibiotic', 'Nitrofurantoin'), ['Nichols', 'Soo'], 0.2185201862582775)]
fur	confers no resistance to antibiotic	Rifampin	0.7769851879	5	Nichols,Tamae,Soo,Youn,Shaw	6	0.2561280647	0.5208571231	[(('fur', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2561280647347978)]
fur	confers no resistance to antibiotic	Sulfamethoxazole	0.4210516273	2	Tamae,Youn	3	0.2561280647	0.1649235626	[(('fur', 'confers resistance to antibiotic', 'Sulfamethoxazole'), ['Liu'], 0.2561280647347978)]
fur	confers resistance to antibiotic	Triclosan	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('fur', 'confers no resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13181460964368608)]
fur	confers no resistance to antibiotic	Vancomycin	0.5528662370	3	Nichols,Tamae,Youn	4	0.2561280647	0.2967381723	[(('fur', 'confers resistance to antibiotic', 'Vancomycin'), ['Liu'], 0.2561280647347978)]
fusA	confers no resistance to antibiotic	Fusidic acid	0.2740166503	2	Girgis,Soo	3	0.0141003900	0.2599162603	[(('fusA', 'confers resistance to antibiotic', 'Fusidic acid'), ['CARD'], 0.014100389954862283)]
fxsA	confers no resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('fxsA', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
gadA	confers resistance to antibiotic	Tobramycin	0.1873110736	1	Girgis	2	0.0867055766	0.1006054970	[(('gadA', 'confers no resistance to antibiotic', 'Tobramycin'), ['Soo'], 0.0867055766145914)]
gadE	confers no resistance to antibiotic	Norfloxacin	0.1374133743	1	Shaw	2	0.1318146096	0.0055987646	[(('gadE', 'confers resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13181460964368608)]
gadX	confers no resistance to antibiotic	Ampicillin	0.8681853904	4	Tamae,Liu,Girgis,Shaw	5	0.1318146096	0.7363707807	[(('gadX', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols'], 0.13181460964368608)]
galE	confers no resistance to antibiotic	Nalidixic acid	0.3191256833	2	Nichols,Girgis	3	0.0867055766	0.2324201067	[(('galE', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Soo'], 0.0867055766145914)]
gcl	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('gcl', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
gcvA	confers no resistance to antibiotic	Nitrofurantoin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('gcvA', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
gcvA	confers no resistance to antibiotic	Sulfamonomethoxine	0.2740166503	2	Girgis,Soo	3	0.1318146096	0.1422020406	[(('gcvA', 'confers resistance to antibiotic', 'Sulfamonomethoxine'), ['Nichols'], 0.13181460964368608)]
gcvH	confers no resistance to antibiotic	Sulfamonomethoxine	0.2740166503	2	Girgis,Soo	3	0.1318146096	0.1422020406	[(('gcvH', 'confers resistance to antibiotic', 'Sulfamonomethoxine'), ['Nichols'], 0.13181460964368608)]
gcvP	confers no resistance to antibiotic	Sulfamonomethoxine	0.2740166503	2	Girgis,Soo	3	0.1318146096	0.1422020406	[(('gcvP', 'confers resistance to antibiotic', 'Sulfamonomethoxine'), ['Nichols'], 0.13181460964368608)]
gcvT	confers no resistance to antibiotic	Sulfamonomethoxine	0.2740166503	2	Girgis,Soo	3	0.1318146096	0.1422020406	[(('gcvT', 'confers resistance to antibiotic', 'Sulfamonomethoxine'), ['Nichols'], 0.13181460964368608)]
gfcB	confers resistance to antibiotic	Tobramycin	0.1873110736	1	Girgis	2	0.0867055766	0.1006054970	[(('gfcB', 'confers no resistance to antibiotic', 'Tobramycin'), ['Soo'], 0.0867055766145914)]
gfcC	confers resistance to antibiotic	Bleomycin	0.1873110736	1	Girgis	2	0.1318146096	0.0554964640	[(('gfcC', 'confers no resistance to antibiotic', 'Bleomycin'), ['Nichols'], 0.13181460964368608)]
gfcC	confers no resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('gfcC', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
glnD	confers no resistance to antibiotic	Gentamicins	0.7401773106	4	Nichols,Tamae,Girgis,Youn	5	0.2561280647	0.4840492459	[(('glnD', 'confers resistance to antibiotic', 'Gentamicins'), ['Liu'], 0.2561280647347978)]
glnD	confers no resistance to antibiotic	Tobramycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('glnD', 'confers resistance to antibiotic', 'Tobramycin'), ['Liu'], 0.2561280647347978)]
glnG	confers no resistance to antibiotic	Amikacin	0.3191256833	2	Nichols,Girgis	3	0.0592818347	0.2598438486	[(('glnG', 'confers resistance to antibiotic', 'Amikacin'), ['Zhou'], 0.05928183472365702)]
glnG	confers no resistance to antibiotic	Gentamicins	0.8625866257	4	Nichols,Tamae,Liu,Girgis	5	0.0592818347	0.8033047910	[(('glnG', 'confers resistance to antibiotic', 'Gentamicins'), ['Zhou'], 0.05928183472365702)]
glnG	confers no resistance to antibiotic	Tobramycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.0592818347	0.3465494252	[(('glnG', 'confers resistance to antibiotic', 'Tobramycin'), ['Zhou'], 0.05928183472365702)]
glnL	confers no resistance to antibiotic	Amikacin	0.3191256833	2	Nichols,Girgis	3	0.0592818347	0.2598438486	[(('glnL', 'confers resistance to antibiotic', 'Amikacin'), ['Zhou'], 0.05928183472365702)]
glnL	confers no resistance to antibiotic	Gentamicins	0.8625866257	4	Nichols,Tamae,Liu,Girgis	5	0.0592818347	0.8033047910	[(('glnL', 'confers resistance to antibiotic', 'Gentamicins'), ['Zhou'], 0.05928183472365702)]
glnL	confers no resistance to antibiotic	Tobramycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.0592818347	0.3465494252	[(('glnL', 'confers resistance to antibiotic', 'Tobramycin'), ['Zhou'], 0.05928183472365702)]
glpD	confers no resistance to antibiotic	Rifampin	0.7769851879	5	Nichols,Tamae,Soo,Youn,Shaw	6	0.2561280647	0.5208571231	[(('glpD', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2561280647347978)]
glpD	confers resistance to antibiotic	Triclosan	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('glpD', 'confers no resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13181460964368608)]
glpE	confers resistance to antibiotic	Amikacin	0.1873110736	1	Girgis	2	0.1318146096	0.0554964640	[(('glpE', 'confers no resistance to antibiotic', 'Amikacin'), ['Nichols'], 0.13181460964368608)]
glpE	confers no resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('glpE', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
glpF	confers resistance to antibiotic	Amikacin	0.1873110736	1	Girgis	2	0.1318146096	0.0554964640	[(('glpF', 'confers no resistance to antibiotic', 'Amikacin'), ['Nichols'], 0.13181460964368608)]
glpF	confers no resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('glpF', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
glpQ	confers resistance to antibiotic	Amikacin	0.1873110736	1	Girgis	2	0.1318146096	0.0554964640	[(('glpQ', 'confers no resistance to antibiotic', 'Amikacin'), ['Nichols'], 0.13181460964368608)]
glpT	confers no resistance to antibiotic	Fosfomycin	0.1318146096	1	Nichols	2	0.0141003900	0.1177142197	[(('glpT', 'confers resistance to antibiotic', 'Fosfomycin'), ['CARD'], 0.014100389954862283)]
gltA	confers no resistance to antibiotic	Triclosan	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('gltA', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13181460964368608)]
gltF	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('gltF', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
gltI	confers no resistance to antibiotic	Ampicillin	0.8775906849	5	Nichols,Tamae,Girgis,Youn,Shaw	6	0.2561280647	0.6214626202	[(('gltI', 'confers resistance to antibiotic', 'Ampicillin'), ['Liu'], 0.2561280647347978)]
gltI	confers no resistance to antibiotic	Ciprofloxacin	0.6395718136	4	Nichols,Tamae,Soo,Youn	5	0.2561280647	0.3834437489	[(('gltI', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['Liu'], 0.2561280647347978)]
gltI	confers resistance to antibiotic	Enoxacin	0.2561280647	1	Liu	2	0.0867055766	0.1694224881	[(('gltI', 'confers no resistance to antibiotic', 'Enoxacin'), ['Soo'], 0.0867055766145914)]
gltI	confers no resistance to antibiotic	Metronidazole	0.2873328777	1	Tamae	2	0.2561280647	0.0312048130	[(('gltI', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2561280647347978)]
gltI	confers no resistance to antibiotic	Nitrofurantoin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('gltI', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
gltJ	confers no resistance to antibiotic	Nalidixic acid	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('gltJ', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18731107363618493)]
gltL	confers no resistance to antibiotic	Norfloxacin	0.1374133743	1	Shaw	2	0.1318146096	0.0055987646	[(('gltL', 'confers resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13181460964368608)]
gltL	confers resistance to antibiotic	Sulfamonomethoxine	0.1318146096	1	Nichols	2	0.0867055766	0.0451090330	[(('gltL', 'confers no resistance to antibiotic', 'Sulfamonomethoxine'), ['Soo'], 0.0867055766145914)]
glxK	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('glxK', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
glxR	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('glxR', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
gmhB	confers resistance to antibiotic	Chloramphenicol	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('gmhB', 'confers no resistance to antibiotic', 'Chloramphenicol'), ['Nichols'], 0.13181460964368608)]
gmhB	confers no resistance to antibiotic	Erythromycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('gmhB', 'confers resistance to antibiotic', 'Erythromycin'), ['Liu'], 0.2561280647347978)]
gmhB	confers no resistance to antibiotic	Fusidic acid	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('gmhB', 'confers resistance to antibiotic', 'Fusidic acid'), ['Liu'], 0.2561280647347978)]
gmhB	confers no resistance to antibiotic	Gentamicins	0.7401773106	4	Nichols,Tamae,Girgis,Youn	5	0.2561280647	0.4840492459	[(('gmhB', 'confers resistance to antibiotic', 'Gentamicins'), ['Liu'], 0.2561280647347978)]
gmhB	confers no resistance to antibiotic	Metronidazole	0.2873328777	1	Tamae	2	0.2561280647	0.0312048130	[(('gmhB', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2561280647347978)]
gmhB	confers no resistance to antibiotic	Rifampin	0.7769851879	5	Nichols,Tamae,Soo,Youn,Shaw	6	0.2561280647	0.5208571231	[(('gmhB', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2561280647347978)]
gmhB	confers resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('gmhB', 'confers no resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
gmhB	confers no resistance to antibiotic	Tobramycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('gmhB', 'confers resistance to antibiotic', 'Tobramycin'), ['Liu'], 0.2561280647347978)]
