Subject	Predicate	Object	Belief	Source size	Sources	Total source size	Mean belief of conflicting tuples	Belief difference	Conflicting tuple info
dnaK	confers no resistance to antibiotic	Erythromycin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('dnaK', 'confers resistance to antibiotic', 'Erythromycin'), ['Liu'], 0.2562972459573383)]
dnaK	confers no resistance to antibiotic	Fusidic acid	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('dnaK', 'confers resistance to antibiotic', 'Fusidic acid'), ['Liu'], 0.2562972459573383)]
dnaK	confers resistance to antibiotic	Rifampin	0.5433767036	2	Tamae,Liu	5	0.3559484623	0.1874282413	[(('dnaK', 'confers no resistance to antibiotic', 'Rifampin'), ['Nichols', 'Soo', 'Shaw'], 0.35594846234185545)]
dnaK	confers resistance to antibiotic	Spectinomycin	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('dnaK', 'confers no resistance to antibiotic', 'Spectinomycin'), ['Nichols'], 0.13188721148439436)]
dnaK	confers no resistance to antibiotic	Tetracycline	0.3193430713	2	Nichols,Girgis	3	0.2562972460	0.0630458253	[(('dnaK', 'confers resistance to antibiotic', 'Tetracycline'), ['Liu'], 0.2562972459573383)]
dnaK	confers resistance to antibiotic	Triclosan	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('dnaK', 'confers no resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13188721148439436)]
dnaK	confers no resistance to antibiotic	Vancomycin	0.4189666692	2	Nichols,Tamae	3	0.2562972460	0.1626694232	[(('dnaK', 'confers resistance to antibiotic', 'Vancomycin'), ['Liu'], 0.2562972459573383)]
dnaQ	confers no resistance to antibiotic	Norfloxacin	0.1372802251	1	Shaw	2	0.1318872115	0.0053930136	[(('dnaQ', 'confers resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13188721148439436)]
dosP	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('dosP', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
dsbA	confers resistance to antibiotic	Spiramycin	0.1318872115	1	Nichols	2	0.0867810258	0.0451061857	[(('dsbA', 'confers no resistance to antibiotic', 'Spiramycin'), ['Soo'], 0.08678102576311139)]
dsbA	confers no resistance to antibiotic	Vancomycin	0.5433767036	2	Tamae,Liu	3	0.1318872115	0.4114894921	[(('dsbA', 'confers resistance to antibiotic', 'Vancomycin'), ['Nichols'], 0.13188721148439436)]
dsbB	confers no resistance to antibiotic	Vancomycin	0.5433767036	2	Tamae,Liu	3	0.1318872115	0.4114894921	[(('dsbB', 'confers resistance to antibiotic', 'Vancomycin'), ['Nichols'], 0.13188721148439436)]
dsdX	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('dsdX', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
dusA	confers resistance to antibiotic	Spiramycin	0.1318872115	1	Nichols	2	0.0867810258	0.0451061857	[(('dusA', 'confers no resistance to antibiotic', 'Spiramycin'), ['Soo'], 0.08678102576311139)]
dusB	confers no resistance to antibiotic	Ciprofloxacin	0.6301577294	3	Tamae,Liu,Soo	4	0.1318872115	0.4982705179	[(('dusB', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['Nichols'], 0.13188721148439436)]
dusB	confers resistance to antibiotic	Enoxacin	0.2562972460	1	Liu	2	0.0867810258	0.1695162202	[(('dusB', 'confers no resistance to antibiotic', 'Enoxacin'), ['Soo'], 0.08678102576311139)]
dusB	confers resistance to antibiotic	Nalidixic acid	0.3193430713	2	Nichols,Girgis	3	0.0867810258	0.2325620455	[(('dusB', 'confers no resistance to antibiotic', 'Nalidixic acid'), ['Soo'], 0.08678102576311139)]
dusB	confers no resistance to antibiotic	Nitrofurantoin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('dusB', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2562972459573383)]
dusB	confers resistance to antibiotic	Triclosan	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('dusB', 'confers no resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13188721148439436)]
eaeH	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('eaeH', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
eamB	confers no resistance to antibiotic	Streptomycin	0.2562972460	1	Liu	2	0.1874558598	0.0688413862	[(('eamB', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18745585979754537)]
ebgC	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('ebgC', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
ecnB	confers resistance to antibiotic	Nitrofurantoin	0.2562972460	1	Liu	3	0.2186682372	0.0376290087	[(('ecnB', 'confers no resistance to antibiotic', 'Nitrofurantoin'), ['Nichols', 'Soo'], 0.21866823724750575)]
ecnB	confers no resistance to antibiotic	Rifampin	0.6430279200	4	Nichols,Tamae,Soo,Shaw	5	0.2562972460	0.3867306741	[(('ecnB', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2562972459573383)]
ecpA	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('ecpA', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
ecpR	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('ecpR', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
efp	confers resistance to antibiotic	Nalidixic acid	0.1874558598	1	Girgis	2	0.0867810258	0.1006748340	[(('efp', 'confers no resistance to antibiotic', 'Nalidixic acid'), ['Soo'], 0.08678102576311139)]
elaD	confers no resistance to antibiotic	Nitrofurantoin	0.2742368856	2	Girgis,Soo	3	0.2562972460	0.0179396396	[(('elaD', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2562972459573383)]
elaD	confers resistance to antibiotic	Rifampin	0.5433767036	2	Tamae,Liu	4	0.2240612509	0.3193154528	[(('elaD', 'confers no resistance to antibiotic', 'Rifampin'), ['Soo', 'Shaw'], 0.2240612508574611)]
elaD	confers no resistance to antibiotic	Sulfamethoxazole	0.2870794577	1	Tamae	2	0.2562972460	0.0307822117	[(('elaD', 'confers resistance to antibiotic', 'Sulfamethoxazole'), ['Liu'], 0.2562972459573383)]
elfC	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('elfC', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
elfD	confers resistance to antibiotic	Metronidazole	0.2870794577	1	Tamae	2	0.2562972460	0.0307822117	[(('elfD', 'confers no resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2562972459573383)]
elfD	confers resistance to antibiotic	Rifampin	0.5433767036	2	Tamae,Liu	5	0.3559484623	0.1874282413	[(('elfD', 'confers no resistance to antibiotic', 'Rifampin'), ['Nichols', 'Soo', 'Shaw'], 0.35594846234185545)]
elfD	confers no resistance to antibiotic	Tobramycin	0.4749654832	3	Nichols,Liu,Soo	4	0.1874558598	0.2875096234	[(('elfD', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
elfD	confers resistance to antibiotic	Vancomycin	0.4189666692	2	Nichols,Tamae	3	0.2562972460	0.1626694232	[(('elfD', 'confers no resistance to antibiotic', 'Vancomycin'), ['Liu'], 0.2562972459573383)]
emrA	confers no resistance to antibiotic	Nalidixic acid	0.4061240970	3	Nichols,Girgis,Soo	4	0.0141139283	0.3920101688	[(('emrA', 'confers resistance to antibiotic', 'Nalidixic acid'), ['CARD'], 0.014113928291972805)]
emrB	confers no resistance to antibiotic	Nalidixic acid	0.4061240970	3	Nichols,Girgis,Soo	4	0.0141139283	0.3920101688	[(('emrB', 'confers resistance to antibiotic', 'Nalidixic acid'), ['CARD'], 0.014113928291972805)]
emrD	confers resistance to antibiotic	Spiramycin	0.1318872115	1	Nichols	2	0.0867810258	0.0451061857	[(('emrD', 'confers no resistance to antibiotic', 'Spiramycin'), ['Soo'], 0.08678102576311139)]
emrE	confers no resistance to antibiotic	Erythromycin	0.4749654832	3	Nichols,Liu,Soo	4	0.0141139283	0.4608515549	[(('emrE', 'confers resistance to antibiotic', 'Erythromycin'), ['CARD'], 0.014113928291972805)]
emrK	confers no resistance to antibiotic	Tetracycline	0.3881844574	2	Nichols,Liu	3	0.0141139283	0.3740705291	[(('emrK', 'confers resistance to antibiotic', 'Tetracycline'), ['CARD'], 0.014113928291972805)]
emrY	confers no resistance to antibiotic	Tetracycline	0.5756403172	3	Nichols,Liu,Girgis	4	0.0141139283	0.5615263889	[(('emrY', 'confers resistance to antibiotic', 'Tetracycline'), ['CARD'], 0.014113928291972805)]
emtA	confers resistance to antibiotic	Ampicillin	0.5433767036	2	Tamae,Liu	5	0.4566232964	0.0867534072	[(('emtA', 'confers no resistance to antibiotic', 'Ampicillin'), ['Nichols', 'Girgis', 'Shaw'], 0.4566232963762894)]
emtA	confers no resistance to antibiotic	Cefoxitin	0.3193430713	2	Nichols,Girgis	3	0.2562972460	0.0630458253	[(('emtA', 'confers resistance to antibiotic', 'Cefoxitin'), ['Liu'], 0.2562972459573383)]
envR	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('envR', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
envY	confers no resistance to antibiotic	Gentamicins	0.6752639151	3	Nichols,Tamae,Liu	4	0.1874558598	0.4878080553	[(('envY', 'confers resistance to antibiotic', 'Gentamicins'), ['Girgis'], 0.18745585979754537)]
envY	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('envY', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
envZ	confers no resistance to antibiotic	Amikacin	0.1912005173	2	Zhou,Nichols	3	0.1874558598	0.0037446575	[(('envZ', 'confers resistance to antibiotic', 'Amikacin'), ['Girgis'], 0.18745585979754537)]
envZ	confers no resistance to antibiotic	Aztreonam	0.4749654832	3	Nichols,Liu,Soo	4	0.0593133059	0.4156521773	[(('envZ', 'confers resistance to antibiotic', 'Aztreonam'), ['Zhou'], 0.05931330585776251)]
envZ	confers no resistance to antibiotic	Cephalothin	0.0867810258	1	Soo	2	0.0593133059	0.0274677199	[(('envZ', 'confers resistance to antibiotic', 'Cephalothin'), ['Zhou'], 0.05931330585776251)]
envZ	confers no resistance to antibiotic	Ciprofloxacin	0.5057476949	3	Nichols,Tamae,Soo	4	0.2562972460	0.2494504490	[(('envZ', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['Liu'], 0.2562972459573383)]
envZ	confers no resistance to antibiotic	Metronidazole	0.2870794577	1	Tamae	2	0.2562972460	0.0307822117	[(('envZ', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2562972459573383)]
envZ	confers no resistance to antibiotic	Nalidixic acid	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('envZ', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18745585979754537)]
envZ	confers no resistance to antibiotic	Norfloxacin	0.2691674366	2	Nichols,Shaw	3	0.0593133059	0.2098541307	[(('envZ', 'confers resistance to antibiotic', 'Norfloxacin'), ['Zhou'], 0.05931330585776251)]
envZ	confers no resistance to antibiotic	Oxacillin	0.1318872115	1	Nichols	2	0.0593133059	0.0725739056	[(('envZ', 'confers resistance to antibiotic', 'Oxacillin'), ['Zhou'], 0.05931330585776251)]
envZ	confers no resistance to antibiotic	Rifampin	0.6122457083	4	Nichols,Liu,Soo,Shaw	5	0.2870794577	0.3251662506	[(('envZ', 'confers resistance to antibiotic', 'Rifampin'), ['Tamae'], 0.2870794576663721)]
erfK	confers no resistance to antibiotic	Streptomycin	0.2562972460	1	Liu	2	0.1874558598	0.0688413862	[(('erfK', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18745585979754537)]
eutQ	confers no resistance to antibiotic	Norfloxacin	0.1372802251	1	Shaw	2	0.1318872115	0.0053930136	[(('eutQ', 'confers resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13188721148439436)]
exbD	confers no resistance to antibiotic	Rifampin	0.6430279200	4	Nichols,Tamae,Soo,Shaw	5	0.2562972460	0.3867306741	[(('exbD', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2562972459573383)]
exbD	confers no resistance to antibiotic	Vancomycin	0.5433767036	2	Tamae,Liu	3	0.1318872115	0.4114894921	[(('exbD', 'confers resistance to antibiotic', 'Vancomycin'), ['Nichols'], 0.13188721148439436)]
fabF	confers no resistance to antibiotic	Fusidic acid	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('fabF', 'confers resistance to antibiotic', 'Fusidic acid'), ['Liu'], 0.2562972459573383)]
fabF	confers no resistance to antibiotic	Metronidazole	0.2870794577	1	Tamae	2	0.2562972460	0.0307822117	[(('fabF', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2562972459573383)]
fabF	confers no resistance to antibiotic	Norfloxacin	0.1372802251	1	Shaw	2	0.1318872115	0.0053930136	[(('fabF', 'confers resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13188721148439436)]
fabF	confers resistance to antibiotic	Rifampin	0.5433767036	2	Tamae,Liu	5	0.3559484623	0.1874282413	[(('fabF', 'confers no resistance to antibiotic', 'Rifampin'), ['Nichols', 'Soo', 'Shaw'], 0.35594846234185545)]
fabF	confers no resistance to antibiotic	Triclosan	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('fabF', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13188721148439436)]
fabH	confers no resistance to antibiotic	Ampicillin	0.8681127885	4	Tamae,Liu,Girgis,Shaw	5	0.1318872115	0.7362255770	[(('fabH', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols'], 0.13188721148439436)]
fabH	confers no resistance to antibiotic	Triclosan	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('fabH', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13188721148439436)]
fabH	confers no resistance to antibiotic	Vancomycin	0.5433767036	2	Tamae,Liu	3	0.1318872115	0.4114894921	[(('fabH', 'confers resistance to antibiotic', 'Vancomycin'), ['Nichols'], 0.13188721148439436)]
fabR	confers no resistance to antibiotic	Rifampin	0.7674379545	4	Tamae,Liu,Soo,Shaw	5	0.1318872115	0.6355507430	[(('fabR', 'confers resistance to antibiotic', 'Rifampin'), ['Nichols'], 0.13188721148439436)]
fadR	confers no resistance to antibiotic	Triclosan	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('fadR', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13188721148439436)]
fau	confers no resistance to antibiotic	Metronidazole	0.2870794577	1	Tamae	2	0.2562972460	0.0307822117	[(('fau', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2562972459573383)]
fau	confers no resistance to antibiotic	Sulfamethoxazole	0.2870794577	1	Tamae	2	0.2562972460	0.0307822117	[(('fau', 'confers resistance to antibiotic', 'Sulfamethoxazole'), ['Liu'], 0.2562972459573383)]
fbp	confers no resistance to antibiotic	Triclosan	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('fbp', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13188721148439436)]
fdx	confers resistance to antibiotic	Aztreonam	0.2562972460	1	Liu	3	0.2186682372	0.0376290087	[(('fdx', 'confers no resistance to antibiotic', 'Aztreonam'), ['Nichols', 'Soo'], 0.21866823724750575)]
fdx	confers no resistance to antibiotic	Nitrofurantoin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('fdx', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2562972459573383)]
fdx	confers no resistance to antibiotic	Vancomycin	0.4189666692	2	Nichols,Tamae	3	0.2562972460	0.1626694232	[(('fdx', 'confers resistance to antibiotic', 'Vancomycin'), ['Liu'], 0.2562972459573383)]
fecA	confers no resistance to antibiotic	Ampicillin	0.8627197749	4	Nichols,Tamae,Liu,Girgis	5	0.1372802251	0.7254395498	[(('fecA', 'confers resistance to antibiotic', 'Ampicillin'), ['Shaw'], 0.1372802250943497)]
feoC	confers no resistance to antibiotic	Rifampin	0.8125441402	4	Nichols,Tamae,Liu,Shaw	5	0.0867810258	0.7257631144	[(('feoC', 'confers resistance to antibiotic', 'Rifampin'), ['Soo'], 0.08678102576311139)]
feoC	confers no resistance to antibiotic	Triclosan	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('feoC', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13188721148439436)]
fepA	confers no resistance to antibiotic	Ampicillin	0.8627197749	4	Nichols,Tamae,Liu,Girgis	5	0.1372802251	0.7254395498	[(('fepA', 'confers resistance to antibiotic', 'Ampicillin'), ['Shaw'], 0.1372802250943497)]
fepA	confers resistance to antibiotic	Piperacillin	0.1874558598	1	Girgis	2	0.0867810258	0.1006748340	[(('fepA', 'confers no resistance to antibiotic', 'Piperacillin'), ['Soo'], 0.08678102576311139)]
fepA	confers no resistance to antibiotic	Streptomycin	0.2562972460	1	Liu	2	0.1874558598	0.0688413862	[(('fepA', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18745585979754537)]
fepB	confers no resistance to antibiotic	Nalidixic acid	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('fepB', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18745585979754537)]
fepB	confers no resistance to antibiotic	Nitrofurantoin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('fepB', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2562972459573383)]
fepB	confers no resistance to antibiotic	Rifampin	0.6430279200	4	Nichols,Tamae,Soo,Shaw	5	0.2562972460	0.3867306741	[(('fepB', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2562972459573383)]
fepC	confers no resistance to antibiotic	Ampicillin	0.8681127885	4	Tamae,Liu,Girgis,Shaw	5	0.1318872115	0.7362255770	[(('fepC', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols'], 0.13188721148439436)]
fepC	confers no resistance to antibiotic	Ciprofloxacin	0.5057476949	3	Nichols,Tamae,Soo	4	0.2562972460	0.2494504490	[(('fepC', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['Liu'], 0.2562972459573383)]
fepC	confers no resistance to antibiotic	Nitrofurantoin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('fepC', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2562972459573383)]
fepC	confers resistance to antibiotic	Rifampin	0.5433767036	2	Tamae,Liu	5	0.3559484623	0.1874282413	[(('fepC', 'confers no resistance to antibiotic', 'Rifampin'), ['Nichols', 'Soo', 'Shaw'], 0.35594846234185545)]
fepC	confers resistance to antibiotic	Streptomycin	0.2562972460	1	Liu	2	0.1874558598	0.0688413862	[(('fepC', 'confers no resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18745585979754537)]
fepC	confers resistance to antibiotic	Vancomycin	0.5433767036	2	Tamae,Liu	3	0.1318872115	0.4114894921	[(('fepC', 'confers no resistance to antibiotic', 'Vancomycin'), ['Nichols'], 0.13188721148439436)]
fepD	confers no resistance to antibiotic	Ampicillin	0.8681127885	4	Tamae,Liu,Girgis,Shaw	5	0.1318872115	0.7362255770	[(('fepD', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols'], 0.13188721148439436)]
fepD	confers no resistance to antibiotic	Cefoxitin	0.1874558598	1	Girgis	2	0.1318872115	0.0555686483	[(('fepD', 'confers resistance to antibiotic', 'Cefoxitin'), ['Nichols'], 0.13188721148439436)]
fepE	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('fepE', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
fhiA	confers no resistance to antibiotic	Ampicillin	0.5433767036	2	Tamae,Liu	3	0.1372802251	0.4060964785	[(('fhiA', 'confers resistance to antibiotic', 'Ampicillin'), ['Shaw'], 0.1372802250943497)]
fhlA	confers no resistance to antibiotic	Triclosan	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('fhlA', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13188721148439436)]
fimC	confers no resistance to antibiotic	Vancomycin	0.5433767036	2	Tamae,Liu	3	0.1318872115	0.4114894921	[(('fimC', 'confers resistance to antibiotic', 'Vancomycin'), ['Nichols'], 0.13188721148439436)]
fimE	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('fimE', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
fimI	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('fimI', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
fis	confers resistance to antibiotic	Ciprofloxacin	0.6752639151	3	Nichols,Tamae,Liu	4	0.0867810258	0.5884828893	[(('fis', 'confers no resistance to antibiotic', 'Ciprofloxacin'), ['Soo'], 0.08678102576311139)]
fis	confers resistance to antibiotic	Enoxacin	0.2562972460	1	Liu	2	0.0867810258	0.1695162202	[(('fis', 'confers no resistance to antibiotic', 'Enoxacin'), ['Soo'], 0.08678102576311139)]
fis	confers no resistance to antibiotic	Metronidazole	0.2870794577	1	Tamae	2	0.2562972460	0.0307822117	[(('fis', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2562972459573383)]
fis	confers resistance to antibiotic	Nalidixic acid	0.1318872115	1	Nichols	2	0.0867810258	0.0451061857	[(('fis', 'confers no resistance to antibiotic', 'Nalidixic acid'), ['Soo'], 0.08678102576311139)]
fis	confers resistance to antibiotic	Nitrofurantoin	0.2562972460	1	Liu	3	0.2186682372	0.0376290087	[(('fis', 'confers no resistance to antibiotic', 'Nitrofurantoin'), ['Nichols', 'Soo'], 0.21866823724750575)]
fis	confers no resistance to antibiotic	Norfloxacin	0.1372802251	1	Shaw	2	0.1318872115	0.0053930136	[(('fis', 'confers resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13188721148439436)]
fixA	confers no resistance to antibiotic	Streptomycin	0.2562972460	1	Liu	2	0.1874558598	0.0688413862	[(('fixA', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18745585979754537)]
fixA	confers no resistance to antibiotic	Trimethoprim	0.2742368856	2	Girgis,Soo	3	0.1318872115	0.1423496741	[(('fixA', 'confers resistance to antibiotic', 'Trimethoprim'), ['Nichols'], 0.13188721148439436)]
fkpA	confers resistance to antibiotic	Bleomycin	0.1874558598	1	Girgis	2	0.1318872115	0.0555686483	[(('fkpA', 'confers no resistance to antibiotic', 'Bleomycin'), ['Nichols'], 0.13188721148439436)]
fkpB	confers resistance to antibiotic	Ampicillin	0.6752639151	3	Nichols,Tamae,Liu	5	0.3247360849	0.3505278302	[(('fkpB', 'confers no resistance to antibiotic', 'Ampicillin'), ['Girgis', 'Shaw'], 0.32473608489189504)]
fkpB	confers no resistance to antibiotic	Fusidic acid	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('fkpB', 'confers resistance to antibiotic', 'Fusidic acid'), ['Liu'], 0.2562972459573383)]
fkpB	confers no resistance to antibiotic	Nitrofurantoin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('fkpB', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2562972459573383)]
flgC	confers no resistance to antibiotic	Nalidixic acid	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('flgC', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18745585979754537)]
flgD	confers no resistance to antibiotic	Nalidixic acid	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('flgD', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18745585979754537)]
flgF	confers no resistance to antibiotic	Cefoxitin	0.3193430713	2	Nichols,Girgis	3	0.2562972460	0.0630458253	[(('flgF', 'confers resistance to antibiotic', 'Cefoxitin'), ['Liu'], 0.2562972459573383)]
flgF	confers resistance to antibiotic	Chloramphenicol	0.2562972460	1	Liu	2	0.1318872115	0.1244100345	[(('flgF', 'confers no resistance to antibiotic', 'Chloramphenicol'), ['Nichols'], 0.13188721148439436)]
flgG	confers no resistance to antibiotic	Ampicillin	0.8681127885	4	Tamae,Liu,Girgis,Shaw	5	0.1318872115	0.7362255770	[(('flgG', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols'], 0.13188721148439436)]
flhB	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('flhB', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
flhD	confers no resistance to antibiotic	Nitrofurantoin	0.4061240970	3	Nichols,Girgis,Soo	4	0.2562972460	0.1498268511	[(('flhD', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2562972459573383)]
fliD	confers resistance to antibiotic	Piperacillin	0.1874558598	1	Girgis	2	0.0867810258	0.1006748340	[(('fliD', 'confers no resistance to antibiotic', 'Piperacillin'), ['Soo'], 0.08678102576311139)]
fliZ	confers resistance to antibiotic	Norfloxacin	0.1372802251	1	Shaw	2	0.1318872115	0.0053930136	[(('fliZ', 'confers no resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13188721148439436)]
focA	confers resistance to antibiotic	Amikacin	0.1874558598	1	Girgis	2	0.1318872115	0.0555686483	[(('focA', 'confers no resistance to antibiotic', 'Amikacin'), ['Nichols'], 0.13188721148439436)]
focA	confers no resistance to antibiotic	Nalidixic acid	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('focA', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18745585979754537)]
focA	confers no resistance to antibiotic	Streptomycin	0.2562972460	1	Liu	2	0.1874558598	0.0688413862	[(('focA', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18745585979754537)]
focA	confers no resistance to antibiotic	Tobramycin	0.2186682372	2	Nichols,Soo	3	0.1874558598	0.0312123774	[(('focA', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18745585979754537)]
folA	confers no resistance to antibiotic	Trimethoprim	0.1874558598	1	Girgis	2	0.0867810258	0.1006748340	[(('folA', 'confers resistance to antibiotic', 'Trimethoprim'), ['Soo'], 0.08678102576311139)]
folB	confers no resistance to antibiotic	Gentamicins	0.4189666692	2	Nichols,Tamae	3	0.2562972460	0.1626694232	[(('folB', 'confers resistance to antibiotic', 'Gentamicins'), ['Liu'], 0.2562972459573383)]
