Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
ybjP	generalizations	object		0.2		
ymjC	generalizations	object		0.2		
yfdY	generalizations	object		0.2		
gfcC	generalizations	object		0.2		
proQ	generalizations	object		0.2		
yqeH	generalizations	object		0.2		
ompL	generalizations	object		0.2		
bdm	generalizations	object		0.2		
kefC	generalizations	object		0.2		
nuoF	generalizations	object		0.2		
thiP	generalizations	object		0.2		
puuE	generalizations	object		0.2		
pstS	generalizations	object		0.2		
dppC	generalizations	object		0.2		
rfaC	generalizations	object		0.2		
yaaW	generalizations	object		0.2		
nlpA	generalizations	object		0.2		
tdcG	generalizations	object		0.2		
rluF	generalizations	object		0.2		
yajL	generalizations	object		0.2		
rarA	generalizations	object		0.2		
gsiC	generalizations	object		0.2		
lolA	generalizations	object		0.2		
rluC	generalizations	object		0.2		
yabI	generalizations	object		0.2		
cynT	generalizations	object		0.2		
aceB	generalizations	object		0.2		
yejF	generalizations	object		0.2		
yadL	generalizations	object		0.2		
ykfL	generalizations	object		0.2		
ruvC	generalizations	object		0.2		
xylG	generalizations	object		0.2		
gltD	generalizations	object		0.2		
yjeS	generalizations	object		0.2		
adrA	generalizations	object		0.2		
ymgE	generalizations	object		0.2		
agaC	generalizations	object		0.2		
gntX	generalizations	object		0.2		
metK	generalizations	object		0.2		
csgG	generalizations	object		0.2		
moaD	generalizations	object		0.2		
yqfB	generalizations	object		0.2		
dmsA	generalizations	object		0.2		
wzxE	generalizations	object		0.2		
bcsZ	generalizations	object		0.2		
spoT	generalizations	object		0.2		
sstT	generalizations	object		0.2		
pspD	generalizations	object		0.2		
ddpA	generalizations	object		0.2		
rcsB	generalizations	object		0.2		
ydiE	generalizations	object		0.2		
eamB	generalizations	object		0.2		
yjjP	generalizations	object		0.2		
phoB	generalizations	object		0.2		
ygiC	generalizations	object		0.2		
ypfG	generalizations	object		0.2		
sapB	generalizations	object		0.2		
gsiD	generalizations	object		0.2		
yciN	generalizations	object		0.2		
ydhX	generalizations	object		0.2		
ycfZ	generalizations	object		0.2		
iscU	generalizations	object		0.2		
atpF	generalizations	object		0.2		
yeaM	generalizations	object		0.2		
pdxY	generalizations	object		0.2		
ybgD	generalizations	object		0.2		
ygcS	generalizations	object		0.2		
ycaR	generalizations	object		0.2		
acpP	generalizations	object		0.2		
yghD	generalizations	object		0.2		
ypjI	generalizations	object		0.2		
dam	generalizations	object		0.2		
yqeJ	generalizations	object		0.2		
ytfP	generalizations	object		0.2		
truA	generalizations	object		0.2		
acrR	generalizations	object		0.2		
ccmE	generalizations	object		0.2		
yhhZ	generalizations	object		0.2		
rfaF	generalizations	object		0.2		
ndk	generalizations	object		0.2		
gabP	generalizations	object		0.2		
yedW	generalizations	object		0.2		
bcr	generalizations	object		0.2		
yedJ	generalizations	object		0.2		
ycaN	generalizations	object		0.2		
ydeU	generalizations	object		0.2		
hyfA	generalizations	object		0.2		
sfmC	generalizations	object		0.2		
lpxD	generalizations	object		0.2		
atpB	generalizations	object		0.2		
rutD	generalizations	object		0.2		
fimA	generalizations	object		0.2		
nadC	generalizations	object		0.2		
ybiB	generalizations	object		0.2		
ybiR	generalizations	object		0.2		
adhP	generalizations	object		0.2		
yjeN	generalizations	object		0.2		
yjaZ	generalizations	object		0.2		
nfrA	generalizations	object		0.2		
insF-4	generalizations	object		0.2		
paaB	generalizations	object		0.2		
ydfZ	generalizations	object		0.2		
gnd	generalizations	object		0.2		
acrD	generalizations	object		0.2		
ftsB	generalizations	object		0.2		
ydhF	generalizations	object		0.2		
cspF	generalizations	object		0.2		
hsdR	generalizations	object		0.2		
recB	generalizations	object		0.2		
fliQ	generalizations	object		0.2		
tatD	generalizations	object		0.2		
htrG	generalizations	object		0.2		
panD	generalizations	object		0.2		
ygfT	generalizations	object		0.2		
uxuR	generalizations	object		0.2		
deaD	generalizations	object		0.2		
wcaM	generalizations	object		0.2		
fimI	generalizations	object		0.2		
yiaK	generalizations	object		0.2		
ygfU	generalizations	object		0.2		
ytfJ	generalizations	object		0.2		
nudF	generalizations	object		0.2		
rsmF	generalizations	object		0.2		
sbcC	generalizations	object		0.2		
yheV	generalizations	object		0.2		
pspG	generalizations	object		0.2		
yfiC	generalizations	object		0.2		
tktB	generalizations	object		0.2		
bcsB	generalizations	object		0.2		
pinR	generalizations	object		0.2		
ydgU	generalizations	object		0.2		
ydjG	generalizations	object		0.2		
cysD	generalizations	object		0.2		
msrB	generalizations	object		0.2		
yeaT	generalizations	object		0.2		
ynaK	generalizations	object		0.2		
phnK	generalizations	object		0.2		
elaA	generalizations	object		0.2		
ydhY	generalizations	object		0.2		
pfkB	generalizations	object		0.2		
yeeV	generalizations	object		0.2		
xylH	generalizations	object		0.2		
yrhA	generalizations	object		0.2		
yigG	generalizations	object		0.2		
yqjK	generalizations	object		0.2		
sfmH	generalizations	object		0.2		
fepC	generalizations	object		0.2		
yjbQ	generalizations	object		0.2		
gatB	generalizations	object		0.2		
yfcF	generalizations	object		0.2		
nrdG	generalizations	object		0.2		
hchA	generalizations	object		0.2		
setB	generalizations	object		0.2		
gloB	generalizations	object		0.2		
yiaJ	generalizations	object		0.2		
ygdT	generalizations	object		0.2		
gatY	generalizations	object		0.2		
yciH	generalizations	object		0.2		
yfdC	generalizations	object		0.2		
nrdI	generalizations	object		0.2		
yeiH	generalizations	object		0.2		
ynaJ	generalizations	object		0.2		
smpB	generalizations	object		0.2		
ybjL	generalizations	object		0.2		
yfeC	generalizations	object		0.2		
ydcN	generalizations	object		0.2		
phnP	generalizations	object		0.2		
hyfC	generalizations	object		0.2		
yfgC	generalizations	object		0.2		
yjaG	generalizations	object		0.2		
hofB	generalizations	object		0.2		
rffC	generalizations	object		0.2		
livM	generalizations	object		0.2		
ydcF	generalizations	object		0.2		
ycgR	generalizations	object		0.2		
sufS	generalizations	object		0.2		
pflC	generalizations	object		0.2		
yecS	generalizations	object		0.2		
hyfJ	generalizations	object		0.2		
bhsA	generalizations	object		0.2		
yagM	generalizations	object		0.2		
rffA	generalizations	object		0.2		
dctR	generalizations	object		0.2		
rfaB	generalizations	object		0.2		
ydeN	generalizations	object		0.2		
yfdE	generalizations	object		0.2		
atoB	generalizations	object		0.2		
yieF	generalizations	object		0.2		
deoR	generalizations	object		0.2		
lsrC	generalizations	object		0.2		
metA	generalizations	object		0.2		
yehQ	generalizations	object		0.2		
sirA	generalizations	object		0.2		
intQ	generalizations	object		0.2		
yjeK	generalizations	object		0.2		
nhaA	generalizations	object		0.2		
yheT	generalizations	object		0.2		
ygaV	generalizations	object		0.2		
hyfF	generalizations	object		0.2		
yafW	generalizations	object		0.2		
yncC	generalizations	object		0.2		
kdpB	generalizations	object		0.2		
yfjQ	generalizations	object		0.2		
ycfL	generalizations	object		0.2		
yciY	generalizations	object		0.2		
yigA	generalizations	object		0.2		
malK	generalizations	object		0.2		
mraW	generalizations	object		0.2		
rrlH	generalizations	object		0.2		
rnhB	generalizations	object		0.2		
arsC	generalizations	object		0.2		
narG	generalizations	object		0.2		
gsp	generalizations	object		0.2		
dapA	generalizations	object		0.2		
gdhA	generalizations	object		0.2		
ebgC	generalizations	object		0.2		
fliY	generalizations	object		0.2		
rem	generalizations	object		0.2		
yafN	generalizations	object		0.2		
ycgV	generalizations	object		0.2		
yifK	generalizations	object		0.2		
sufD	generalizations	object		0.2		
ansP	generalizations	object		0.2		
yidR	generalizations	object		0.2		
yidJ	generalizations	object		0.2		
ampE	generalizations	object		0.2		
acnB	generalizations	object		0.2		
ymfN	generalizations	object		0.2		
gldA	generalizations	object		0.2		
ybfA	generalizations	object		0.2		
rpoS	generalizations	object		0.2		
aroC	generalizations	object		0.2		
mrcB	generalizations	object		0.2		
sanA	generalizations	object		0.2		
cadC	generalizations	object		0.2		
hemE	generalizations	object		0.2		
fucK	generalizations	object		0.2		
yqeI	generalizations	object		0.2		
yffN	generalizations	object		0.2		
yfjR	generalizations	object		0.2		
hycE	generalizations	object		0.2		
arsB	generalizations	object		0.2		
folX	generalizations	object		0.2		
ptsI	generalizations	object		0.2		
bfd	generalizations	object		0.2		
pagB	generalizations	object		0.2		
ybhA	generalizations	object		0.2		
wzyE	generalizations	object		0.2		
ynaI	generalizations	object		0.2		
yeaY	generalizations	object		0.2		
tolB	generalizations	object		0.2		
yqfA	generalizations	object		0.2		
yfaA	generalizations	object		0.2		
yjiA	generalizations	object		0.2		
nfsB	generalizations	object		0.2		
frlR	generalizations	object		0.2		
murI	generalizations	object		0.2		
chpB	generalizations	object		0.2		
yaeF	generalizations	object		0.2		
ylcH	generalizations	object		0.2		
mreD	generalizations	object		0.2		
folP	generalizations	object		0.2		
nikC	generalizations	object		0.2		
treF	generalizations	object		0.2		
glgS	generalizations	object		0.2		
ylbH	generalizations	object		0.2		
frvB	generalizations	object		0.2		
caiD	generalizations	object		0.2		
ptsG	generalizations	object		0.2		
yidX	generalizations	object		0.2		
ygeN	generalizations	object		0.2		
galF	generalizations	object		0.2		
csgF	generalizations	object		0.2		
ydjM	generalizations	object		0.2		
dps	generalizations	object		0.2		
mltB	generalizations	object		0.2		
flgB	generalizations	object		0.2		
yjiC	generalizations	object		0.2		
yoaD	generalizations	object		0.2		
yihX	generalizations	object		0.2		
frlC	generalizations	object		0.2		
yhhY	generalizations	object		0.2		
srmB	generalizations	object		0.2		
trpL	generalizations	object		0.2		
ygbJ	generalizations	object		0.2		
xapA	generalizations	object		0.2		
yhiI	generalizations	object		0.2		
alsB	generalizations	object		0.2		
thiG	generalizations	object		0.2		
rplC	generalizations	object		0.2		
fdrA	generalizations	object		0.2		
yjdI	generalizations	object		0.2		
yggT	generalizations	object		0.2		
yihW	generalizations	object		0.2		
yrhC	generalizations	object		0.2		
mdlA	generalizations	object		0.2		
recC	generalizations	object		0.2		
scpC	generalizations	object		0.2		
ysaD	generalizations	object		0.2		
mtfA	generalizations	object		0.2		
ychQ	generalizations	object		0.2		
yfbL	generalizations	object		0.2		
ygfO	generalizations	object		0.2		
yniB	generalizations	object		0.2		
yqgF	generalizations	object		0.2		
ydiZ	generalizations	object		0.2		
ydhI	generalizations	object		0.2		
rfaS	generalizations	object		0.2		
yneK	generalizations	object		0.2		
rpmF	generalizations	object		0.2		
ybdJ	generalizations	object		0.2		
qor	generalizations	object		0.2		
ydjL	generalizations	object		0.2		
yejH	generalizations	object		0.2		
yfaP	generalizations	object		0.2		
ftnA	generalizations	object		0.2		
ompG	generalizations	object		0.2		
nuoI	generalizations	object		0.2		
yphA	generalizations	object		0.2		
yfgD	generalizations	object		0.2		
yiaV	generalizations	object		0.2		
yqiJ	generalizations	object		0.2		
ugpQ	generalizations	object		0.2		
ruvA	generalizations	object		0.2		
ysaA	generalizations	object		0.2		
lexA	generalizations	object		0.2		
agaV	generalizations	object		0.2		
ypfM	generalizations	object		0.2		
pflA	generalizations	object		0.2		
trpD	generalizations	object		0.2		
rplN	generalizations	object		0.2		
nlpI	generalizations	object		0.2		
pykF	generalizations	object		0.2		
ydcO	generalizations	object		0.2		
gltL	generalizations	object		0.2		
atoA	generalizations	object		0.2		
yfjY	generalizations	object		0.2		
yedZ	generalizations	object		0.2		
yoeB	generalizations	object		0.2		
ybcQ	generalizations	object		0.2		
yobD	generalizations	object		0.2		
flgN	generalizations	object		0.2		
amyA	generalizations	object		0.2		
nhaB	generalizations	object		0.2		
degQ	generalizations	object		0.2		
ymfP	generalizations	object		0.2		
yhiQ	generalizations	object		0.2		
yeiC	generalizations	object		0.2		
acpS	generalizations	object		0.2		
ydfG	generalizations	object		0.2		
yjcD	generalizations	object		0.2		
dkgB	generalizations	object		0.2		
yjiG	generalizations	object		0.2		
yhgN	generalizations	object		0.2		
yjhT	generalizations	object		0.2		
flgD	generalizations	object		0.2		
fucO	generalizations	object		0.2		
yhhS	generalizations	object		0.2		
nikD	generalizations	object		0.2		
torC	generalizations	object		0.2		
hycF	generalizations	object		0.2		
gltA	generalizations	object		0.2		
yfbH	generalizations	object		0.2		
purM	generalizations	object		0.2		
yfaU	generalizations	object		0.2		
hyfR	generalizations	object		0.2		
rhsD	generalizations	object		0.2		
yeiQ	generalizations	object		0.2		
kbaZ	generalizations	object		0.2		
ypdC	generalizations	object		0.2		
dgsA	generalizations	object		0.2		
cyoD	generalizations	object		0.2		
radA	generalizations	object		0.2		
sbmA	generalizations	object		0.2		
mhpA	generalizations	object		0.2		
ybjC	generalizations	object		0.2		
ybaN	generalizations	object		0.2		
yejA	generalizations	object		0.2		
phnI	generalizations	object		0.2		
hfq	generalizations	object		0.2		
yjjG	generalizations	object		0.2		
narY	generalizations	object		0.2		
ybgH	generalizations	object		0.2		
aes	generalizations	object		0.2		
yibS	generalizations	object		0.2		
norV	generalizations	object		0.2		
ycdB	generalizations	object		0.2		
insA-2	generalizations	object		0.2		
yeiI	generalizations	object		0.2		
yicJ	generalizations	object		0.2		
yceM	generalizations	object		0.2		
proB	generalizations	object		0.2		
ydhA	generalizations	object		0.2		
ybiP	generalizations	object		0.2		
hybE	generalizations	object		0.2		
csgB	generalizations	object		0.2		
cspH	generalizations	object		0.2		
panE	generalizations	object		0.2		
livK	generalizations	object		0.2		
yhcF	generalizations	object		0.2		
paaG	generalizations	object		0.2		
yhdV	generalizations	object		0.2		
ybhQ	generalizations	object		0.2		
uspD	generalizations	object		0.2		
yeaW	generalizations	object		0.2		
yagL	generalizations	object		0.2		
yegJ	generalizations	object		0.2		
malI	generalizations	object		0.2		
alsA	generalizations	object		0.2		
ispD	generalizations	object		0.2		
wzzE	generalizations	object		0.2		
ylbG	generalizations	object		0.2		
thiC	generalizations	object		0.2		
ybbB	generalizations	object		0.2		
yeiR	generalizations	object		0.2		
ldhA	generalizations	object		0.2		
insA-4	generalizations	object		0.2		
yrbF	generalizations	object		0.2		
yrdD	generalizations	object		0.2		
ygiV	generalizations	object		0.2		
uhpA	generalizations	object		0.2		
iadA	generalizations	object		0.2		
metR	generalizations	object		0.2		
ilvM	generalizations	object		0.2		
idnK	generalizations	object		0.2		
yjcO	generalizations	object		0.2		
pdhR	generalizations	object		0.2		
ybaS	generalizations	object		0.2		
udp	generalizations	object		0.2		
ybjS	generalizations	object		0.2		
eutT	generalizations	object		0.2		
ccmB	generalizations	object		0.2		
yqcE	generalizations	object		0.2		
yjhX	generalizations	object		0.2		
nikA	generalizations	object		0.2		
ompN	generalizations	object		0.2		
ybcK	generalizations	object		0.2		
phnO	generalizations	object		0.2		
yddL	generalizations	object		0.2		
ubiG	generalizations	object		0.2		
yicL	generalizations	object		0.2		
ymjA	generalizations	object		0.2		
rbsC	generalizations	object		0.2		
yhaK	generalizations	object		0.2		
ybjM	generalizations	object		0.2		
ycaC	generalizations	object		0.2		
yagV	generalizations	object		0.2		
tfaR	generalizations	object		0.2		
envC	generalizations	object		0.2		
yafO	generalizations	object		0.2		
ycbC	generalizations	object		0.2		
secA	generalizations	object		0.2		
dinJ	generalizations	object		0.2		
cysI	generalizations	object		0.2		
yhaL	generalizations	object		0.2		
hisA	generalizations	object		0.2		
hepA	generalizations	object		0.2		
yhdP	generalizations	object		0.2		
trkA	generalizations	object		0.2		
galP	generalizations	object		0.2		
raiA	generalizations	object		0.2		
hyaA	generalizations	object		0.2		
yaaJ	generalizations	object		0.2		
fucR	generalizations	object		0.2		
yhgF	generalizations	object		0.2		
udk	generalizations	object		0.2		
ybiM	generalizations	object		0.2		
ycfD	generalizations	object		0.2		
ynfA	generalizations	object		0.2		
insL-2	generalizations	object		0.2		
ypdA	generalizations	object		0.2		
fsr	generalizations	object		0.2		
dctA	generalizations	object		0.2		
rmuC	generalizations	object		0.2		
pinQ	generalizations	object		0.2		
ispH	generalizations	object		0.2		
cpsG	generalizations	object		0.2		
yibJ	generalizations	object		0.2		
cbpA	generalizations	object		0.2		
waaU	generalizations	object		0.2		
gfcD	generalizations	object		0.2		
ypdI	generalizations	object		0.2		
ybeB	generalizations	object		0.2		
ybhS	generalizations	object		0.2		
vacJ	generalizations	object		0.2		
yncE	generalizations	object		0.2		
moaA	generalizations	object		0.2		
edd	generalizations	object		0.2		
bcp	generalizations	object		0.2		
ypaB	generalizations	object		0.2		
znuC	generalizations	object		0.2		
trkH	generalizations	object		0.2		
idnT	generalizations	object		0.2		
yoeA	generalizations	object		0.2		
nanT	generalizations	object		0.2		
djlB	generalizations	object		0.2		
yheN	generalizations	object		0.2		
yfdS	generalizations	object		0.2		
adiY	generalizations	object		0.2		
hflD	generalizations	object		0.2		
yciE	generalizations	object		0.2		
argK	generalizations	object		0.2		
csdE	generalizations	object		0.2		
speC	generalizations	object		0.2		
purR	generalizations	object		0.2		
yjcF	generalizations	object		0.2		
racR	generalizations	object		0.2		
rep	generalizations	object		0.2		
malY	generalizations	object		0.2		
ilvB	generalizations	object		0.2		
yjfZ	generalizations	object		0.2		
yccB	generalizations	object		0.2		
fliZ	generalizations	object		0.2		
bcsC	generalizations	object		0.2		
yhjA	generalizations	object		0.2		
ompA	generalizations	object		0.2		
yjjA	generalizations	object		0.2		
rlmB	generalizations	object		0.2		
ygcL	generalizations	object		0.2		
greB	generalizations	object		0.2		
ydhL	generalizations	object		0.2		
tap	generalizations	object		0.2		
ygcP	generalizations	object		0.2		
yeiB	generalizations	object		0.2		
codA	generalizations	object		0.2		
dsrB	generalizations	object		0.2		
fxsA	generalizations	object		0.2		
speF	generalizations	object		0.2		
fixB	generalizations	object		0.2		
yraP	generalizations	object		0.2		
kdsA	generalizations	object		0.2		
rplL	generalizations	object		0.2		
bglG	generalizations	object		0.2		
lnt	generalizations	object		0.2		
nadK	generalizations	object		0.2		
mutH	generalizations	object		0.2		
hpf	generalizations	object		0.2		
yphH	generalizations	object		0.2		
gfcB	generalizations	object		0.2		
narI	generalizations	object		0.2		
ynjC	generalizations	object		0.2		
kgtP	generalizations	object		0.2		
yagQ	generalizations	object		0.2		
norW	generalizations	object		0.2		
map	generalizations	object		0.2		
ftsQ	generalizations	object		0.2		
maeB	generalizations	object		0.2		
nudK	generalizations	object		0.2		
rhsA	generalizations	object		0.2		
sfmF	generalizations	object		0.2		
insH-2	generalizations	object		0.2		
dnaJ	generalizations	object		0.2		
ssnA	generalizations	object		0.2		
nei	generalizations	object		0.2		
zitB	generalizations	object		0.2		
ninE	generalizations	object		0.2		
ybjG	generalizations	object		0.2		
fruK	generalizations	object		0.2		
folA	generalizations	object		0.2		
lacI	generalizations	object		0.2		
fecB	generalizations	object		0.2		
ykgL	generalizations	object		0.2		
nagE	generalizations	object		0.2		
rffT	generalizations	object		0.2		
narW	generalizations	object		0.2		
pal	generalizations	object		0.2		
ygeF	generalizations	object		0.2		
ycbK	generalizations	object		0.2		
yddB	generalizations	object		0.2		
ytjB	generalizations	object		0.2		
eutA	generalizations	object		0.2		
thiI	generalizations	object		0.2		
frwC	generalizations	object		0.2		
yfdG	generalizations	object		0.2		
flhC	generalizations	object		0.2		
hofO	generalizations	object		0.2		
yhaV	generalizations	object		0.2		
cycA	generalizations	object		0.2		
hsrA	generalizations	object		0.2		
gpmA	generalizations	object		0.2		
ycdU	generalizations	object		0.2		
nagK	generalizations	object		0.2		
sdaB	generalizations	object		0.2		
yciK	generalizations	object		0.2		
lsrF	generalizations	object		0.2		
rho	generalizations	object		0.2		
ydeQ	generalizations	object		0.2		
smpA	generalizations	object		0.2		
lolD	generalizations	object		0.2		
aaeX	generalizations	object		0.2		
purB	generalizations	object		0.2		
glnK	generalizations	object		0.2		
clcB	generalizations	object		0.2		
yciQ	generalizations	object		0.2		
alsK	generalizations	object		0.2		
ilvA	generalizations	object		0.2		
ydaL	generalizations	object		0.2		
yniC	generalizations	object		0.2		
trpB	generalizations	object		0.2		
ymdA	generalizations	object		0.2		
garK	generalizations	object		0.2		
copA	generalizations	object		0.2		
ykgI	generalizations	object		0.2		
yibV	generalizations	object		0.2		
ibpB	generalizations	object		0.2		
artM	generalizations	object		0.2		
nadD	generalizations	object		0.2		
yejE	generalizations	object		0.2		
fkpA	generalizations	object		0.2		
rzoR	generalizations	object		0.2		
gatA	generalizations	object		0.2		
nfi	generalizations	object		0.2		
insH-9	generalizations	object		0.2		
rplR	generalizations	object		0.2		
caiF	generalizations	object		0.2		
ssuE	generalizations	object		0.2		
setC	generalizations	object		0.2		
cmr	generalizations	object		0.2		
allD	generalizations	object		0.2		
intA	generalizations	object		0.2		
arnA	generalizations	object		0.2		
yddJ	generalizations	object		0.2		
gadW	generalizations	object		0.2		
hslV	generalizations	object		0.2		
ybdD	generalizations	object		0.2		
appC	generalizations	object		0.2		
gudD	generalizations	object		0.2		
paaK	generalizations	object		0.2		
skp	generalizations	object		0.2		
fabB	generalizations	object		0.2		
cyoE	generalizations	object		0.2		
clpX	generalizations	object		0.2		
ydiA	generalizations	object		0.2		
yeeT	generalizations	object		0.2		
yfaD	generalizations	object		0.2		
yebA	generalizations	object		0.2		
mmuM	generalizations	object		0.2		
rutF	generalizations	object		0.2		
kdpA	generalizations	object		0.2		
bglB	generalizations	object		0.2		
arnT	generalizations	object		0.2		
yjhF	generalizations	object		0.2		
lacZ	generalizations	object		0.2		
trmH	generalizations	object		0.2		
yddW	generalizations	object		0.2		
leuE	generalizations	object		0.2		
fdoH	generalizations	object		0.2		
yliG	generalizations	object		0.2		
ttcC	generalizations	object		0.2		
rpoD	generalizations	object		0.2		
csgA	generalizations	object		0.2		
yibN	generalizations	object		0.2		
yaeR	generalizations	object		0.2		
yhfT	generalizations	object		0.2		
yfaT	generalizations	object		0.2		
dcyD	generalizations	object		0.2		
wcaE	generalizations	object		0.2		
ybdL	generalizations	object		0.2		
btuD	generalizations	object		0.2		
rpoE	generalizations	object		0.2		
cueR	generalizations	object		0.2		
ycgL	generalizations	object		0.2		
anmK	generalizations	object		0.2		
garL	generalizations	object		0.2		
yhiS	generalizations	object		0.2		
recX	generalizations	object		0.2		
yqjF	generalizations	object		0.2		
insE-2	generalizations	object		0.2		
wbbI	generalizations	object		0.2		
cheA	generalizations	object		0.2		
ada	generalizations	object		0.2		
mnmE	generalizations	object		0.2		
uspF	generalizations	object		0.2		
phnN	generalizations	object		0.2		
yhaB	generalizations	object		0.2		
ymgA	generalizations	object		0.2		
dinB	generalizations	object		0.2		
eutD	generalizations	object		0.2		
rhaR	generalizations	object		0.2		
araB	generalizations	object		0.2		
cynS	generalizations	object		0.2		
caiC	generalizations	object		0.2		
frwB	generalizations	object		0.2		
ykgF	generalizations	object		0.2		
gspJ	generalizations	object		0.2		
hcaC	generalizations	object		0.2		
glk	generalizations	object		0.2		
yaiV	generalizations	object		0.2		
ebgR	generalizations	object		0.2		
trpH	generalizations	object		0.2		
pps	generalizations	object		0.2		
cynR	generalizations	object		0.2		
hycG	generalizations	object		0.2		
pncB	generalizations	object		0.2		
yadS	generalizations	object		0.2		
ybjX	generalizations	object		0.2		
phoU	generalizations	object		0.2		
pdxH	generalizations	object		0.2		
dhaK	generalizations	object		0.2		
ybfI	generalizations	object		0.2		
iscR	generalizations	object		0.2		
argD	generalizations	object		0.2		
rbfA	generalizations	object		0.2		
katE	generalizations	object		0.2		
ynaA	generalizations	object		0.2		
ppx	generalizations	object		0.2		
nrdR	generalizations	object		0.2		
yhaM	generalizations	object		0.2		
uxaA	generalizations	object		0.2		
yobH	generalizations	object		0.2		
yjdA	generalizations	object		0.2		
cyaY	generalizations	object		0.2		
yhfS	generalizations	object		0.2		
rpmD	generalizations	object		0.2		
ptsN	generalizations	object		0.2		
yahA	generalizations	object		0.2		
emrA	generalizations	object		0.2		
imp	generalizations	object		0.2		
yneL	generalizations	object		0.2		
ymgD	generalizations	object		0.2		
dinF	generalizations	object		0.2		
ykfA	generalizations	object		0.2		
gadE	generalizations	object		0.2		
mutT	generalizations	object		0.2		
fldB	generalizations	object		0.2		
ybaY	generalizations	object		0.2		
yegD	generalizations	object		0.2		
yfaE	generalizations	object		0.2		
nanE	generalizations	object		0.2		
diaA	generalizations	object		0.2		
php	generalizations	object		0.2		
mqo	generalizations	object		0.2		
yeaU	generalizations	object		0.2		
yhiD	generalizations	object		0.2		
perR	generalizations	object		0.2		
rsxB	generalizations	object		0.2		
yieL	generalizations	object		0.2		
uxaB	generalizations	object		0.2		
oppF	generalizations	object		0.2		
fryC	generalizations	object		0.2		
ydhO	generalizations	object		0.2		
valS	generalizations	object		0.2		
yhbJ	generalizations	object		0.2		
yggS	generalizations	object		0.2		
agaI	generalizations	object		0.2		
yfdR	generalizations	object		0.2		
yccJ	generalizations	object		0.2		
astD	generalizations	object		0.2		
yjfJ	generalizations	object		0.2		
garD	generalizations	object		0.2		
ycaO	generalizations	object		0.2		
nrfG	generalizations	object		0.2		
pqqL	generalizations	object		0.2		
yfiN	generalizations	object		0.2		
tfaD	generalizations	object		0.2		
yfjP	generalizations	object		0.2		
nohA	generalizations	object		0.2		
nudG	generalizations	object		0.2		
zntR	generalizations	object		0.2		
agaA	generalizations	object		0.2		
trmJ	generalizations	object		0.2		
phnG	generalizations	object		0.2		
fumA	generalizations	object		0.2		
yccS	generalizations	object		0.2		
yodD	generalizations	object		0.2		
narH	generalizations	object		0.2		
yfeR	generalizations	object		0.2		
recT	generalizations	object		0.2		
flu	generalizations	object		0.2		
psd	generalizations	object		0.2		
insC-6	generalizations	object		0.2		
pepD	generalizations	object		0.2		
yghR	generalizations	object		0.2		
torY	generalizations	object		0.2		
pgi	generalizations	object		0.2		
glgB	generalizations	object		0.2		
ydeK	generalizations	object		0.2		
yiaL	generalizations	object		0.2		
menF	generalizations	object		0.2		
rsxG	generalizations	object		0.2		
yheS	generalizations	object		0.2		
ravA	generalizations	object		0.2		
racC	generalizations	object		0.2		
ydgA	generalizations	object		0.2		
yfdV	generalizations	object		0.2		
uvrD	generalizations	object		0.2		
ycjM	generalizations	object		0.2		
guaD	generalizations	object		0.2		
ygcU	generalizations	object		0.2		
glpG	generalizations	object		0.2		
yciB	generalizations	object		0.2		
murE	generalizations	object		0.2		
hha	generalizations	object		0.2		
yfhH	generalizations	object		0.2		
insC-2	generalizations	object		0.2		
caiE	generalizations	object		0.2		
panC	generalizations	object		0.2		
yjfL	generalizations	object		0.2		
trpC	generalizations	object		0.2		
nhaR	generalizations	object		0.2		
htrE	generalizations	object		0.2		
nirB	generalizations	object		0.2		
ynbB	generalizations	object		0.2		
lipB	generalizations	object		0.2		
feaB	generalizations	object		0.2		
yliL	generalizations	object		0.2		
ilvG	generalizations	object		0.2		
yfbJ	generalizations	object		0.2		
hofC	generalizations	object		0.2		
insH-11	generalizations	object		0.2		
leuB	generalizations	object		0.2		
yfhB	generalizations	object		0.2		
ygjV	generalizations	object		0.2		
yjbG	generalizations	object		0.2		
insF-3	generalizations	object		0.2		
ibpA	generalizations	object		0.2		
envZ	generalizations	object		0.2		
ydcV	generalizations	object		0.2		
fimZ	generalizations	object		0.2		
rraA	generalizations	object		0.2		
ybgK	generalizations	object		0.2		
yccT	generalizations	object		0.2		
sutR	generalizations	object		0.2		
ybeF	generalizations	object		0.2		
lolE	generalizations	object		0.2		
thiS	generalizations	object		0.2		
yghJ	generalizations	object		0.2		
murG	generalizations	object		0.2		
rplW	generalizations	object		0.2		
bcsE	generalizations	object		0.2		
dgoK	generalizations	object		0.2		
ygeI	generalizations	object		0.2		
nupC	generalizations	object		0.2		
ygbF	generalizations	object		0.2		
yggM	generalizations	object		0.2		
pepN	generalizations	object		0.2		
yfdK	generalizations	object		0.2		
yiaB	generalizations	object		0.2		
asnB	generalizations	object		0.2		
fliN	generalizations	object		0.2		
gltS	generalizations	object		0.2		
otsA	generalizations	object		0.2		
emtA	generalizations	object		0.2		
araG	generalizations	object		0.2		
yfiM	generalizations	object		0.2		
rfaG	generalizations	object		0.2		
yjeM	generalizations	object		0.2		
yebC	generalizations	object		0.2		
yecH	generalizations	object		0.2		
gntK	generalizations	object		0.2		
